செய்தி,571,"செய்திகளை,செய்தியைச்,செய்திகளையும்,செய்திகளுடன்,செய்தியின்,செய்தியில்,செய்திகளிலும்,செய்திகளில்,செய்திதானே,இச்செய்தியை,செய்திகளுக்கு,அச்செய்தியை,செய்திகள்,செய்திகளும்,செய்திகளாகக்,செய்திக்குத்,செய்தியாகச்,செய்தியினை,செய்தியாகும்,செய்திக்கான,செய்திகளைப்,செய்தியும்,செய்தியே"
வேண்டு,566,"வேண்டும்,வேண்டிய,வேண்டியுள்ளது,வேண்டாது,வேண்டியவை,வேண்டுமெனில்,வேண்டியதன்,வேண்டுகிறேன்,வேண்டுகிறோம்,வேண்டும்போது,வேண்டுவதால்,வேண்டியிருந்தது,வேண்டுமே,வேண்டுமானால்,வேண்டுவதில்லை,வேண்டுதலுக்காகப்,வேண்டினர்,வேண்டுமானாலும்,வேண்டியிருந்தால்,வேண்டுமாயின்,வேண்டுபவர்கள்,வேண்டியத்"
உள்ளம்,532,"உள்ள,அருகேயுள்ள,உள்ளத்"
உள்ள,519,"உள்ளது,உள்ளதா,உள்ளன,உள்ளதால்,உள்ளவர்கள்,உள்ளனர்,உள்ளவற்றை,உள்ளதாக,உள்ளோம்,உள்ளவர்களுக்கு,உள்ளதைவிட,உள்ளதாகவும்,உள்ளவர்களிடமிருந்து,உள்ளதோ,உள்ளவை,உள்ளதே,உள்ளவர்களேகூட,உள்ளதைப்போலவே,உள்ளவரா,உள்ளவர்களுக்கும்,உள்ளவரை,உள்ளதுபோல்,உள்ளவருக்குக்,உள்ளதற்கு,உள்ளவர்களையும்,உள்ளதாம்,உள்ளதாலும்,உள்ளவர்களும்,உள்ளவர்களின்,உள்ளேன்"
ஆகு,516,"ஆகவே,ஆகும்,ஆகிய,ஆகியவற்றுள்,ஆகியவை,ஆகியவற்றுக்கும்,பலவாகும்,ஆகிவிடும்,ஆகியவற்றை,ஆகியவற்றிற்கு,ஆகியதோ,ஆகியவற்றுடன்,ஆகியவற்றில்,ஆகவேண்டும்,ஆகியவற்றையும்,ஆகவும்,ஆகியோர்,ஆகியவற்றைக்,ஆகியவற்றின்,ஆகியவற்றினால்,ஆகியவற்றிலும்,ஆகியனவும்,ஆகியவற்றாலும்,ஆகியவைதான்,ஆகுமா,ஆகியவையும்,ஆகாதவற்றை,ஆகிவிடுகின்றன,ஆகியவற்றால்,ஆகியவற்றுக்காக,ஆகியவற்றைப்,ஆகியோரின்,ஆகியவையே,ஆகியவையாகும்,ஆகியவற்றைச்,ஆகாமலும்,ஆகாது,ஆகியவற்றைத்,ஆகியவற்றுக்குத்,ஆகியோர்களால்,ஆகிவிட்டது,ஆகச்,ஆகிவிட்டதால்,ஆகுவதால்,ஆகவேதான்,ஆகியோருக்கும்,ஆகின,ஆகிவிடலாம்,ஆகியோரது,ஆகியவற்றிற்கும்,ஆகியவற்றிற்கே,ஆகவில்லை,ஆகியவற்றிலிருந்து,ஆகவேண்டிய"
என்று,503,"என்று,என்றே,என்றுதான்,என்றுகூட,என்றுமே"
போல்,473,"போன்ற,போன்று,போன்றவற்றை,போன்றதே,போல்,போன்றவை,போலவே,போன்றவற்றில்,போன்றவற்றால்,போன்றவற்றையும்,போன்றவற்றினை,போன்றவையும்,போன்றவற்றின்,போன்றவற்றைத்,போன்றே,போன்றவற்றைப்,போன்றவற்றுக்கு,போன்றது,போன்றவற்றிற்கு,போன்றும்,போன்றன,போன்றவற்றைக்,போன்றவற்றைச்,போன்றவற்றுக்கும்,போன்றவற்றிற்கும்,போன்றோர்,போலத்,போலத்தான்,போன்றவையே,போன்றவற்றில்தான்,போன்றவற்றினாலும்,போன்றவற்றிலிருந்து,போன்றவற்றினால்,போன்றவைதான்,போன்றதாகும்"
பயன்படுத்து,453,"பயன்படுத்துவதும்,பயன்படுத்தப்பட்டு,பயன்படுத்தி,பயன்படுத்தப்படுகிறது,பயன்படுத்துங்கள்,பயன்படுத்தவும்,பயன்படுத்துவதால்,பயன்படுத்தும்,பயன்படுத்துவதன்,பயன்படுத்தப்படும்,பயன்படுத்தும்பொழுது,பயன்படுத்துவதை,பயன்படுத்தலாம்,பயன்படுத்துதல்,பயன்படுத்தப்படுகின்றன,பயன்படுத்துவோரின்,பயன்படுத்தினார்கள்,பயன்படுத்தத்,பயன்படுத்தவில்லை,பயன்படுத்துகிறோம்,பயன்படுத்தினாலும்,பயன்படுத்தும்போது,பயன்படுத்தாதீர்கள்,பயன்படுத்துவதற்கு,பயன்படுத்தப்படுவதோடு,பயன்படுத்தாமல்,பயன்படுத்தப்படவேண்டும்,பயன்படுத்தவேண்டியது,பயன்படுத்தப்படுவதாக,பயன்படுத்திக்,பயன்படுத்தப்படுவதில்,பயன்படுத்தியிருந்தால்,பயன்படுத்திக்கொண்டிருந்தோம்,பயன்படுத்தமுடியுமா,பயன்படுத்தப்படாமல்,பயன்படுத்துகின்றனர்,பயன்படுத்தும்போதும்,பயன்படுத்துவதாக,பயன்படுத்தப்பட்டது,பயன்படுத்தியே,பயன்படுத்தவோ,பயன்படுத்தியதும்,பயன்படுத்துபவர்களின்,பயன்படுத்துகிறார்கள்,பயன்படுத்திவிட்டு,பயன்படுத்தப்பட்டுள்ளன,பயன்படுத்தப்படுவதால்,பயன்படுத்தியிருக்கிறார்கள்,பயன்படுத்தக்கூடிய,பயன்படுத்திக்கொள்ளலாம்,பயன்படுத்தினர்,பயன்படுத்தப்பட்டதைப்,பயன்படுத்தப்பட்டிருக்கிறது,பயன்படுத்தினால்,பயன்படுத்துகின்றார்கள்,பயன்படுத்துவார்கள்,பயன்படுத்துவோம்,பயன்படுத்திக்கொண்டு,பயன்படுத்தக்கூடியது,பயன்படுத்தக்கூடாது,பயன்படுத்துகிறவர்கள்,பயன்படுத்துவதிலும்,பயன்படுத்தப்பட்டுள்ளது,பயன்படுத்திப்,பயன்படுத்தினாலே,பயன்படுத்தச்,பயன்படுத்திட,பயன்படுத்தல்,பயன்படுத்தியவர்கள்,பயன்படுத்தப்படுகின்றது,பயன்படுத்துவதைத்,பயன்படுத்திக்கொள்ளும்,பயன்படுத்துவதைவிட,பயன்படுத்தியதில்,பயன்படுத்துவதில்லை,பயன்படுத்திச்,பயன்படுத்தமுடியும்,பயன்படுத்தப்படுதலாம்,பயன்படுத்தினோம்,பயன்படுத்தப்பட்டன,பயன்படுத்தப்பட்டதுதான்,பயன்படுத்திக்கொள்வது,பயன்படுத்திக்கொள்ளவும்,பயன்படுத்தித்தான்,பயன்படுத்தாததால்,பயன்படுத்துகிறேன்,பயன்படுத்தப்பட்டதற்கான,பயன்படுத்துகையில்,பயன்படுத்துமாறு,பயன்படுத்துவதே,பயன்படுத்தியுள்ளது,பயன்படுத்தியதால்,பயன்படுத்தியதை,பயன்படுத்துவதாலேயே,பயன்படுத்தியதாலே,பயன்படுத்தியபோது,பயன்படுத்துவதேயாகும்,பயன்படுத்தியும்,பயன்படுத்துவோர்க்கு,பயன்படுத்தப்பட்டாலும்,பயன்படுத்தவேண்டாம்,பயன்படுத்துகிறான்,பயன்படுத்தவில்லையெனில்"
மூலம்,437,"மூலமாக,மூலம்,மூலமே,மூலமாகவும்,மூலமாகவே,மூலமாகக்,மூலமாகப்,மூலங்களை,மூலமும்,மூலமாய்,மூலமாய்ப்,மூலமாகச்,மூலங்களிலும்,மூலமாய்க்,மூலமாகத்,மூலத்திற்குத்,மூலமாகவாவது,மூலங்களிலிருந்து,மூலத்திலிருந்து,மூலமாகத்தான்,மூலம்தான்,மூலங்களைப்,மூலமாகவும்தான்,மூலமோ"
முதல்,423,"முதல்,முதலில்,முதலாவதாக,முதலாம்,முதலும்,முதலே,முதலாக,முதலானவற்றைக்,முதலானவை,முதலாகி,முதலாவது"
வை,423,"வைக்கலாம்,வைத்து,வைக்கப்பட்டு,வைத்திருப்பீர்கள்,வைத்திருக்கவும்,வைப்போம்,வைக்கக்கூடியது,வைத்தால்,வைப்பதால்,வைத்தல்,வைத்திருந்தால்,வைக்கும்,வைத்துக்,வைத்திருக்கும்,வைத்திருப்பவர்கள்,வைப்பதைவிட,வைத்தால்தான்,வைத்துள்ளது,வைக்கிறோம்,வைக்கின்றன,வைக்கவும்,வைத்தார்,வைப்பதில்,வைக்கவேண்டும்,வைத்தனர்,வைத்திருப்பதும்,வைப்பதும்,வைத்துள்ளனர்,வைக்காமல்,வைக்கின்றனர்,வைத்திருந்தோம்,வைத்துப்,வைத்திருந்து,வைக்கப்படும்,வைக்கப்படுகிறது,வைத்துள்ளார்,வைப்பதற்கு,வைப்பதுமே,வைத்திருக்கிறார்கள்,வைத்துள்ளோம்,வைக்கின்றோம்,வைத்துவிட்டன,வைக்கிறார்,வைக்கப்பட்டுள்ளது,வைத்தான்,வைத்திருந்தனர்,வைக்கப்பட்டிருக்கும்,வைத்துச்,வைத்தவர்கள்,வைப்பதில்தான்,வைக்கிறார்கள்,வைத்திருக்கின்றார்கள்,வைத்தபோதுதான்,வைத்தாலும்,வைக்கப்படவேண்டும்,வைக்கக்கூடாது,வைத்திருக்கக்கூடாது,வைத்தே,வைக்கப்படுவதால்,வைக்காத,வைக்கும்போது,வைத்தும்,வைத்திருக்கிறது,வைத்திருப்பதற்காக,வைத்திருக்கக்கூடிய,வைத்துவிட்டாலே,வைப்பார்கள்,வைக்கிறது,வைக்கத்,வைத்துள்ளார்கள்,வைப்பதற்காகக்,வைப்பதற்கான,வைத்திருக்கிறோம்,வைத்துவிட்டால்,வைத்திருக்கவேண்டும்,வைக்கவேண்டியது,வைத்திருக்கலாம்,வைத்துவிடுவோம்,வைத்துத்,வைத்திருக்கிறேன்,வைக்கப்பட்டுள்ளன,வைத்துவிடலாம்,வைத்துக்கூட,வைத்துவிடுவேன்,வைத்திருப்பவர்களுக்கு,வைத்தது,வைப்பதோடு,வைத்துவிட்டு,வைத்ததில்,வைக்கப்பட்டது,வைத்திருக்கிறீர்களா,வைப்பதன்,வைக்கும்போதே,வைத்தாலோ,வைத்திருந்தாலும்,வைப்பதில்லை"
அதிகம்,417,"அதிக,அதிகக்,அதிகப்,அதிகச்,அதிகத்"
